new_path,block_type,instrument,note,duration,dynamic,articulation,key,bpm,csv_source,old_path
Instruments/banjo/Banjo_A3_VeryLong_Forte.wav,Banjo,Banjo,A3,VeryLong,Forte,,A minor,107,banjo,Instruments/banjo/banjo_A3_very-long_forte_normal.wav
Instruments/banjo/Banjo_A3_VeryLong_Piano.wav,Banjo,Banjo,A3,VeryLong,Piano,,A minor,107,banjo,Instruments/banjo/banjo_A3_very-long_piano_normal.wav
Instruments/banjo/Banjo_A4_VeryLong_Forte.wav,Banjo,Banjo,A4,VeryLong,Forte,,A minor,107,banjo,Instruments/banjo/banjo_A4_very-long_forte_normal.wav
Instruments/banjo/Banjo_A4_VeryLong_Piano.wav,Banjo,Banjo,A4,VeryLong,Piano,,A minor,107,banjo,Instruments/banjo/banjo_A4_very-long_piano_normal.wav
Instruments/banjo/Banjo_A5_VeryLong_Forte.wav,Banjo,Banjo,A5,VeryLong,Forte,,D minor,99,banjo,Instruments/banjo/banjo_A5_very-long_forte_normal.wav
Instruments/banjo/Banjo_A5_VeryLong_Piano.wav,Banjo,Banjo,A5,VeryLong,Piano,,A minor,101,banjo,Instruments/banjo/banjo_A5_very-long_piano_normal.wav
Instruments/banjo/Banjo_A#3_VeryLong_Forte.wav,Banjo,Banjo,A#3,VeryLong,Forte,,B♭ major,107,banjo,Instruments/banjo/banjo_As3_very-long_forte_normal.wav
Instruments/banjo/Banjo_A#3_VeryLong_Piano.wav,Banjo,Banjo,A#3,VeryLong,Piano,,B♭ minor,101,banjo,Instruments/banjo/banjo_As3_very-long_piano_normal.wav
Instruments/banjo/Banjo_A#4_VeryLong_Forte.wav,Banjo,Banjo,A#4,VeryLong,Forte,,B♭ major,99,banjo,Instruments/banjo/banjo_As4_very-long_forte_normal.wav
Instruments/banjo/Banjo_A#4_VeryLong_Piano.wav,Banjo,Banjo,A#4,VeryLong,Piano,,B♭ major,101,banjo,Instruments/banjo/banjo_As4_very-long_piano_normal.wav
Instruments/banjo/Banjo_A#5_VeryLong_Forte.wav,Banjo,Banjo,A#5,VeryLong,Forte,,D minor,107,banjo,Instruments/banjo/banjo_As5_very-long_forte_normal.wav
Instruments/banjo/Banjo_A#5_VeryLong_Piano.wav,Banjo,Banjo,A#5,VeryLong,Piano,,C major,101,banjo,Instruments/banjo/banjo_As5_very-long_piano_normal.wav
Instruments/banjo/Banjo_B3_VeryLong_Forte.wav,Banjo,Banjo,B3,VeryLong,Forte,,B minor,142,banjo,Instruments/banjo/banjo_B3_very-long_forte_normal.wav
Instruments/banjo/Banjo_B3_VeryLong_Piano.wav,Banjo,Banjo,B3,VeryLong,Piano,,B minor,87,banjo,Instruments/banjo/banjo_B3_very-long_piano_normal.wav
Instruments/banjo/Banjo_B4_VeryLong_Forte.wav,Banjo,Banjo,B4,VeryLong,Forte,,D major,107,banjo,Instruments/banjo/banjo_B4_very-long_forte_normal.wav
Instruments/banjo/Banjo_B4_VeryLong_Piano.wav,Banjo,Banjo,B4,VeryLong,Piano,,A minor,107,banjo,Instruments/banjo/banjo_B4_very-long_piano_normal.wav
Instruments/banjo/Banjo_B5_VeryLong_Forte.wav,Banjo,Banjo,B5,VeryLong,Forte,,C major,104,banjo,Instruments/banjo/banjo_B5_very-long_forte_normal.wav
Instruments/banjo/Banjo_B5_VeryLong_Piano.wav,Banjo,Banjo,B5,VeryLong,Piano,,A minor,144,banjo,Instruments/banjo/banjo_B5_very-long_piano_normal.wav
Instruments/banjo/Banjo_C3_VeryLong_Forte.wav,Banjo,Banjo,C3,VeryLong,Forte,,C major,78,banjo,Instruments/banjo/banjo_C3_very-long_forte_normal.wav
Instruments/banjo/Banjo_C3_VeryLong_Piano.wav,Banjo,Banjo,C3,VeryLong,Piano,,C major,104,banjo,Instruments/banjo/banjo_C3_very-long_piano_normal.wav
Instruments/banjo/Banjo_C4_VeryLong_Forte.wav,Banjo,Banjo,C4,VeryLong,Forte,,C major,144,banjo,Instruments/banjo/banjo_C4_very-long_forte_normal.wav
Instruments/banjo/Banjo_C4_VeryLong_Piano.wav,Banjo,Banjo,C4,VeryLong,Piano,,A minor,104,banjo,Instruments/banjo/banjo_C4_very-long_piano_normal.wav
Instruments/banjo/Banjo_C5_VeryLong_Forte.wav,Banjo,Banjo,C5,VeryLong,Forte,,D minor,107,banjo,Instruments/banjo/banjo_C5_very-long_forte_normal.wav
Instruments/banjo/Banjo_C5_VeryLong_Piano.wav,Banjo,Banjo,C5,VeryLong,Piano,,C major,142,banjo,Instruments/banjo/banjo_C5_very-long_piano_normal.wav
Instruments/banjo/Banjo_C6_VeryLong_Forte.wav,Banjo,Banjo,C6,VeryLong,Forte,,C major,107,banjo,Instruments/banjo/banjo_C6_very-long_forte_normal.wav
Instruments/banjo/Banjo_C#3_VeryLong_Forte.wav,Banjo,Banjo,C#3,VeryLong,Forte,,A major,91,banjo,Instruments/banjo/banjo_Cs3_very-long_forte_normal.wav
Instruments/banjo/Banjo_C#3_VeryLong_Piano.wav,Banjo,Banjo,C#3,VeryLong,Piano,,C# major,153,banjo,Instruments/banjo/banjo_Cs3_very-long_piano_normal.wav
Instruments/banjo/Banjo_C#4_VeryLong_Forte.wav,Banjo,Banjo,C#4,VeryLong,Forte,,A major,107,banjo,Instruments/banjo/banjo_Cs4_very-long_forte_normal.wav
Instruments/banjo/Banjo_C#4_VeryLong_Piano.wav,Banjo,Banjo,C#4,VeryLong,Piano,,A major,99,banjo,Instruments/banjo/banjo_Cs4_very-long_piano_normal.wav
Instruments/banjo/Banjo_C#5_VeryLong_Forte.wav,Banjo,Banjo,C#5,VeryLong,Forte,,D minor,104,banjo,Instruments/banjo/banjo_Cs5_very-long_forte_normal.wav
Instruments/banjo/Banjo_C#6_VeryLong_Forte.wav,Banjo,Banjo,C#6,VeryLong,Forte,,D minor,99,banjo,Instruments/banjo/banjo_Cs6_very-long_forte_normal.wav
Instruments/banjo/Banjo_D3_VeryLong_Forte.wav,Banjo,Banjo,D3,VeryLong,Forte,,D major,104,banjo,Instruments/banjo/banjo_D3_very-long_forte_normal.wav
Instruments/banjo/Banjo_D3_VeryLong_Piano.wav,Banjo,Banjo,D3,VeryLong,Piano,,D major,82,banjo,Instruments/banjo/banjo_D3_very-long_piano_normal.wav
Instruments/banjo/Banjo_D4_VeryLong_Forte.wav,Banjo,Banjo,D4,VeryLong,Forte,,D minor,104,banjo,Instruments/banjo/banjo_D4_very-long_forte_normal.wav
Instruments/banjo/Banjo_D4_VeryLong_Piano.wav,Banjo,Banjo,D4,VeryLong,Piano,,D minor,142,banjo,Instruments/banjo/banjo_D4_very-long_piano_normal.wav
Instruments/banjo/Banjo_D5_VeryLong_Forte.wav,Banjo,Banjo,D5,VeryLong,Forte,,D minor,104,banjo,Instruments/banjo/banjo_D5_very-long_forte_normal.wav
Instruments/banjo/Banjo_D5_VeryLong_Piano.wav,Banjo,Banjo,D5,VeryLong,Piano,,D minor,107,banjo,Instruments/banjo/banjo_D5_very-long_piano_normal.wav
Instruments/banjo/Banjo_D6_VeryLong_Forte.wav,Banjo,Banjo,D6,VeryLong,Forte,,D minor,107,banjo,Instruments/banjo/banjo_D6_very-long_forte_normal.wav
Instruments/banjo/Banjo_D#3_VeryLong_Forte.wav,Banjo,Banjo,D#3,VeryLong,Forte,,E♭ minor,101,banjo,Instruments/banjo/banjo_Ds3_very-long_forte_normal.wav
Instruments/banjo/Banjo_D#3_VeryLong_Piano.wav,Banjo,Banjo,D#3,VeryLong,Piano,,E♭ minor,107,banjo,Instruments/banjo/banjo_Ds3_very-long_piano_normal.wav
Instruments/banjo/Banjo_D#4_VeryLong_Forte.wav,Banjo,Banjo,D#4,VeryLong,Forte,,E♭ major,85,banjo,Instruments/banjo/banjo_Ds4_very-long_forte_normal.wav
Instruments/banjo/Banjo_D#4_VeryLong_Piano.wav,Banjo,Banjo,D#4,VeryLong,Piano,,E♭ major,104,banjo,Instruments/banjo/banjo_Ds4_very-long_piano_normal.wav
Instruments/banjo/Banjo_D#5_VeryLong_Forte.wav,Banjo,Banjo,D#5,VeryLong,Forte,,A minor,107,banjo,Instruments/banjo/banjo_Ds5_very-long_forte_normal.wav
Instruments/banjo/Banjo_D#5_VeryLong_Piano.wav,Banjo,Banjo,D#5,VeryLong,Piano,,A minor,107,banjo,Instruments/banjo/banjo_Ds5_very-long_piano_normal.wav
Instruments/banjo/Banjo_D#6_VeryLong_Forte.wav,Banjo,Banjo,D#6,VeryLong,Forte,,C major,107,banjo,Instruments/banjo/banjo_Ds6_very-long_forte_normal.wav
Instruments/banjo/Banjo_E3_VeryLong_Forte.wav,Banjo,Banjo,E3,VeryLong,Forte,,A minor,85,banjo,Instruments/banjo/banjo_E3_very-long_forte_normal.wav
Instruments/banjo/Banjo_E3_VeryLong_Piano.wav,Banjo,Banjo,E3,VeryLong,Piano,,E minor,147,banjo,Instruments/banjo/banjo_E3_very-long_piano_normal.wav
Instruments/banjo/Banjo_E4_VeryLong_Forte.wav,Banjo,Banjo,E4,VeryLong,Forte,,E minor,82,banjo,Instruments/banjo/banjo_E4_very-long_forte_normal.wav
Instruments/banjo/Banjo_E4_VeryLong_Piano.wav,Banjo,Banjo,E4,VeryLong,Piano,,A minor,99,banjo,Instruments/banjo/banjo_E4_very-long_piano_normal.wav
Instruments/banjo/Banjo_E5_VeryLong_Forte.wav,Banjo,Banjo,E5,VeryLong,Forte,,A minor,107,banjo,Instruments/banjo/banjo_E5_very-long_forte_normal.wav
Instruments/banjo/Banjo_E5_VeryLong_Piano.wav,Banjo,Banjo,E5,VeryLong,Piano,,A minor,101,banjo,Instruments/banjo/banjo_E5_very-long_piano_normal.wav
Instruments/banjo/Banjo_E6_VeryLong_Forte.wav,Banjo,Banjo,E6,VeryLong,Forte,,C major,85,banjo,Instruments/banjo/banjo_E6_very-long_forte_normal.wav
Instruments/banjo/Banjo_F3_VeryLong_Forte.wav,Banjo,Banjo,F3,VeryLong,Forte,,F major,104,banjo,Instruments/banjo/banjo_F3_very-long_forte_normal.wav
Instruments/banjo/Banjo_F3_VeryLong_Piano.wav,Banjo,Banjo,F3,VeryLong,Piano,,F major,107,banjo,Instruments/banjo/banjo_F3_very-long_piano_normal.wav
Instruments/banjo/Banjo_F4_VeryLong_Forte.wav,Banjo,Banjo,F4,VeryLong,Forte,,F major,104,banjo,Instruments/banjo/banjo_F4_very-long_forte_normal.wav
Instruments/banjo/Banjo_F4_VeryLong_Piano.wav,Banjo,Banjo,F4,VeryLong,Piano,,F major,107,banjo,Instruments/banjo/banjo_F4_very-long_piano_normal.wav
Instruments/banjo/Banjo_F5_VeryLong_Forte.wav,Banjo,Banjo,F5,VeryLong,Forte,,D minor,153,banjo,Instruments/banjo/banjo_F5_very-long_forte_normal.wav
Instruments/banjo/Banjo_F5_VeryLong_Piano.wav,Banjo,Banjo,F5,VeryLong,Piano,,F major,107,banjo,Instruments/banjo/banjo_F5_very-long_piano_normal.wav
Instruments/banjo/Banjo_F#3_VeryLong_Forte.wav,Banjo,Banjo,F#3,VeryLong,Forte,,F# minor,107,banjo,Instruments/banjo/banjo_Fs3_very-long_forte_normal.wav
Instruments/banjo/Banjo_F#3_VeryLong_Piano.wav,Banjo,Banjo,F#3,VeryLong,Piano,,F# minor,104,banjo,Instruments/banjo/banjo_Fs3_very-long_piano_normal.wav
Instruments/banjo/Banjo_F#4_VeryLong_Forte.wav,Banjo,Banjo,F#4,VeryLong,Forte,,F# minor,99,banjo,Instruments/banjo/banjo_Fs4_very-long_forte_normal.wav
Instruments/banjo/Banjo_F#4_VeryLong_Piano.wav,Banjo,Banjo,F#4,VeryLong,Piano,,F# minor,107,banjo,Instruments/banjo/banjo_Fs4_very-long_piano_normal.wav
Instruments/banjo/Banjo_F#5_VeryLong_Forte.wav,Banjo,Banjo,F#5,VeryLong,Forte,,D major,107,banjo,Instruments/banjo/banjo_Fs5_very-long_forte_normal.wav
Instruments/banjo/Banjo_F#5_VeryLong_Piano.wav,Banjo,Banjo,F#5,VeryLong,Piano,,A major,104,banjo,Instruments/banjo/banjo_Fs5_very-long_piano_normal.wav
Instruments/banjo/Banjo_G3_VeryLong_Forte.wav,Banjo,Banjo,G3,VeryLong,Forte,,G major,104,banjo,Instruments/banjo/banjo_G3_very-long_forte_normal.wav
Instruments/banjo/Banjo_G3_VeryLong_Piano.wav,Banjo,Banjo,G3,VeryLong,Piano,,G major,78,banjo,Instruments/banjo/banjo_G3_very-long_piano_normal.wav
Instruments/banjo/Banjo_G4_VeryLong_Piano.wav,Banjo,Banjo,G4,VeryLong,Piano,,G major,153,banjo,Instruments/banjo/banjo_G4_very-long_piano_normal.wav
Instruments/banjo/Banjo_G5_VeryLong_Forte.wav,Banjo,Banjo,G5,VeryLong,Forte,,G minor,99,banjo,Instruments/banjo/banjo_G5_very-long_forte_normal.wav
Instruments/banjo/Banjo_G5_VeryLong_Piano.wav,Banjo,Banjo,G5,VeryLong,Piano,,G minor,94,banjo,Instruments/banjo/banjo_G5_very-long_piano_normal.wav
Instruments/banjo/Banjo_G#3_VeryLong_Forte.wav,Banjo,Banjo,G#3,VeryLong,Forte,,A♭ minor,82,banjo,Instruments/banjo/banjo_Gs3_very-long_forte_normal.wav
Instruments/banjo/Banjo_G#3_VeryLong_Piano.wav,Banjo,Banjo,G#3,VeryLong,Piano,,A♭ minor,82,banjo,Instruments/banjo/banjo_Gs3_very-long_piano_normal.wav
Instruments/banjo/Banjo_G#4_VeryLong_Forte.wav,Banjo,Banjo,G#4,VeryLong,Forte,,A minor,104,banjo,Instruments/banjo/banjo_Gs4_very-long_forte_normal.wav
Instruments/banjo/Banjo_G#4_VeryLong_Piano.wav,Banjo,Banjo,G#4,VeryLong,Piano,,A minor,107,banjo,Instruments/banjo/banjo_Gs4_very-long_piano_normal.wav
Instruments/banjo/Banjo_G#5_VeryLong_Piano.wav,Banjo,Banjo,G#5,VeryLong,Piano,,A minor,94,banjo,Instruments/banjo/banjo_Gs5_very-long_piano_normal.wav
Instruments/bass clarinet/BassClarinet_A2_0.25s_Forte.wav,BassClarinet,BassClarinet,A2,0.25s,Forte,,A major,104,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_025_forte_normal.wav
Instruments/bass clarinet/BassClarinet_A2_0.25s_Fortissimo.wav,BassClarinet,BassClarinet,A2,0.25s,Fortissimo,,A major,112,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_025_fortissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A2_0.25s_MezzoForte_Staccato.wav,BassClarinet,BassClarinet,A2,0.25s,MezzoForte,Staccato,B minor,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_025_mezzo-forte_staccato.wav
Instruments/bass clarinet/BassClarinet_A2_0.25s_Pianissimo.wav,BassClarinet,BassClarinet,A2,0.25s,Pianissimo,,A major,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_025_pianissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A2_0.25s_Piano.wav,BassClarinet,BassClarinet,A2,0.25s,Piano,,A major,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_025_piano_normal.wav
Instruments/bass clarinet/BassClarinet_A2_0.5s_Forte.wav,BassClarinet,BassClarinet,A2,0.5s,Forte,,A major,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_05_forte_normal.wav
Instruments/bass clarinet/BassClarinet_A2_0.5s_Fortissimo.wav,BassClarinet,BassClarinet,A2,0.5s,Fortissimo,,A major,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_05_fortissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A2_0.5s_Pianissimo.wav,BassClarinet,BassClarinet,A2,0.5s,Pianissimo,,A major,96,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_05_pianissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A2_0.5s_Piano.wav,BassClarinet,BassClarinet,A2,0.5s,Piano,,A major,94,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_05_piano_normal.wav
Instruments/bass clarinet/BassClarinet_A2_1.5s_Forte.wav,BassClarinet,BassClarinet,A2,1.5s,Forte,,A major,91,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_15_forte_normal.wav
Instruments/bass clarinet/BassClarinet_A2_1.5s_Fortissimo.wav,BassClarinet,BassClarinet,A2,1.5s,Fortissimo,,A major,104,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_15_fortissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A2_1.5s_Pianissimo.wav,BassClarinet,BassClarinet,A2,1.5s,Pianissimo,,A major,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_15_pianissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A2_1.5s_Piano.wav,BassClarinet,BassClarinet,A2,1.5s,Piano,,A major,153,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_15_piano_normal.wav
Instruments/bass clarinet/BassClarinet_A2_1s_Forte.wav,BassClarinet,BassClarinet,A2,1s,Forte,,A major,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_1_forte_normal.wav
Instruments/bass clarinet/BassClarinet_A2_1s_Fortissimo.wav,BassClarinet,BassClarinet,A2,1s,Fortissimo,,A major,96,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_1_fortissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A2_1s_Pianissimo.wav,BassClarinet,BassClarinet,A2,1s,Pianissimo,,A major,83,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_1_pianissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A2_Phrase_MezzoForte_Legato.wav,BassClarinet,BassClarinet,A2,Phrase,MezzoForte,Legato,A minor,135,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_phrase_mezzo-forte_legato.wav
Instruments/bass clarinet/BassClarinet_A2_Phrase_MezzoForte_Nonlegato.wav,BassClarinet,BassClarinet,A2,Phrase,MezzoForte,Nonlegato,F major,133,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_phrase_mezzo-forte_nonlegato.wav
Instruments/bass clarinet/BassClarinet_A2_Phrase_MezzoForte_Staccatissimo.wav,BassClarinet,BassClarinet,A2,Phrase,MezzoForte,Staccatissimo,A major,80,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_phrase_mezzo-forte_staccatissimo.wav
Instruments/bass clarinet/BassClarinet_A2_Phrase_MezzoForte_TonguedSlur.wav,BassClarinet,BassClarinet,A2,Phrase,MezzoForte,TonguedSlur,E♭ major,74,bass clarinet,Instruments/bass clarinet/bass-clarinet_A2_phrase_mezzo-forte_tongued-slur.wav
Instruments/bass clarinet/BassClarinet_A3_0.25s_Forte.wav,BassClarinet,BassClarinet,A3,0.25s,Forte,,A minor,87,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_025_forte_normal.wav
Instruments/bass clarinet/BassClarinet_A3_0.25s_Fortissimo.wav,BassClarinet,BassClarinet,A3,0.25s,Fortissimo,,A major,96,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_025_fortissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A3_0.25s_MezzoForte_Staccato.wav,BassClarinet,BassClarinet,A3,0.25s,MezzoForte,Staccato,A major,85,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_025_mezzo-forte_staccato.wav
Instruments/bass clarinet/BassClarinet_A3_0.25s_Pianissimo.wav,BassClarinet,BassClarinet,A3,0.25s,Pianissimo,,A major,87,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_025_pianissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A3_0.25s_Piano.wav,BassClarinet,BassClarinet,A3,0.25s,Piano,,A minor,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_025_piano_normal.wav
Instruments/bass clarinet/BassClarinet_A3_0.5s_Forte.wav,BassClarinet,BassClarinet,A3,0.5s,Forte,,A minor,104,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_05_forte_normal.wav
Instruments/bass clarinet/BassClarinet_A3_0.5s_Fortissimo.wav,BassClarinet,BassClarinet,A3,0.5s,Fortissimo,,A minor,96,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_05_fortissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A3_0.5s_Pianissimo.wav,BassClarinet,BassClarinet,A3,0.5s,Pianissimo,,A minor,101,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_05_pianissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A3_0.5s_Piano.wav,BassClarinet,BassClarinet,A3,0.5s,Piano,,A minor,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_05_piano_normal.wav
Instruments/bass clarinet/BassClarinet_A3_1.5s_Forte.wav,BassClarinet,BassClarinet,A3,1.5s,Forte,,A minor,96,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_15_forte_normal.wav
Instruments/bass clarinet/BassClarinet_A3_1.5s_Fortissimo.wav,BassClarinet,BassClarinet,A3,1.5s,Fortissimo,,A minor,104,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_15_fortissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A3_1.5s_Pianissimo.wav,BassClarinet,BassClarinet,A3,1.5s,Pianissimo,,A minor,101,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_15_pianissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A3_1.5s_Piano.wav,BassClarinet,BassClarinet,A3,1.5s,Piano,,A minor,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_15_piano_normal.wav
Instruments/bass clarinet/BassClarinet_A3_1s_Forte.wav,BassClarinet,BassClarinet,A3,1s,Forte,,A minor,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_1_forte_normal.wav
Instruments/bass clarinet/BassClarinet_A3_1s_Fortissimo.wav,BassClarinet,BassClarinet,A3,1s,Fortissimo,,A minor,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_1_fortissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A3_1s_Pianissimo.wav,BassClarinet,BassClarinet,A3,1s,Pianissimo,,A major,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_1_pianissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A3_1s_Piano.wav,BassClarinet,BassClarinet,A3,1s,Piano,,A minor,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_1_piano_normal.wav
Instruments/bass clarinet/BassClarinet_A3_Phrase_Forte_MajorTrill.wav,BassClarinet,BassClarinet,A3,Phrase,Forte,MajorTrill,B minor,96,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_phrase_forte_major-trill.wav
Instruments/bass clarinet/BassClarinet_A3_Phrase_MezzoForte_Legato.wav,BassClarinet,BassClarinet,A3,Phrase,MezzoForte,Legato,A minor,69,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_phrase_mezzo-forte_legato.wav
Instruments/bass clarinet/BassClarinet_A3_Phrase_MezzoForte_Nonlegato.wav,BassClarinet,BassClarinet,A3,Phrase,MezzoForte,Nonlegato,A minor,70,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_phrase_mezzo-forte_nonlegato.wav
Instruments/bass clarinet/BassClarinet_A3_Phrase_MezzoForte_Staccatissimo.wav,BassClarinet,BassClarinet,A3,Phrase,MezzoForte,Staccatissimo,D minor,85,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_phrase_mezzo-forte_staccatissimo.wav
Instruments/bass clarinet/BassClarinet_A3_Phrase_MezzoForte_TonguedSlur.wav,BassClarinet,BassClarinet,A3,Phrase,MezzoForte,TonguedSlur,A minor,79,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_phrase_mezzo-forte_tongued-slur.wav
Instruments/bass clarinet/BassClarinet_A3_VeryLong_MezzoPiano_Harmonic.wav,BassClarinet,BassClarinet,A3,VeryLong,MezzoPiano,Harmonic,A minor,80,bass clarinet,Instruments/bass clarinet/bass-clarinet_A3_very-long_mezzo-piano_harmonic.wav
Instruments/bass clarinet/BassClarinet_A4_0.25s_Forte.wav,BassClarinet,BassClarinet,A4,0.25s,Forte,,A minor,94,bass clarinet,Instruments/bass clarinet/bass-clarinet_A4_025_forte_normal.wav
Instruments/bass clarinet/BassClarinet_A4_0.25s_Fortissimo.wav,BassClarinet,BassClarinet,A4,0.25s,Fortissimo,,A major,104,bass clarinet,Instruments/bass clarinet/bass-clarinet_A4_025_fortissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A4_0.25s_MezzoForte.wav,BassClarinet,BassClarinet,A4,0.25s,MezzoForte,,A minor,142,bass clarinet,Instruments/bass clarinet/bass-clarinet_A4_025_mezzo-forte_normal.wav
Instruments/bass clarinet/BassClarinet_A4_0.25s_Pianissimo.wav,BassClarinet,BassClarinet,A4,0.25s,Pianissimo,,A minor,136,bass clarinet,Instruments/bass clarinet/bass-clarinet_A4_025_pianissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A4_0.25s_Piano.wav,BassClarinet,BassClarinet,A4,0.25s,Piano,,A minor,94,bass clarinet,Instruments/bass clarinet/bass-clarinet_A4_025_piano_normal.wav
Instruments/bass clarinet/BassClarinet_A4_0.5s_Forte.wav,BassClarinet,BassClarinet,A4,0.5s,Forte,,A major,104,bass clarinet,Instruments/bass clarinet/bass-clarinet_A4_05_forte_normal.wav
Instruments/bass clarinet/BassClarinet_A4_0.5s_Fortissimo.wav,BassClarinet,BassClarinet,A4,0.5s,Fortissimo,,A minor,104,bass clarinet,Instruments/bass clarinet/bass-clarinet_A4_05_fortissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A4_0.5s_MezzoForte.wav,BassClarinet,BassClarinet,A4,0.5s,MezzoForte,,A minor,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A4_05_mezzo-forte_normal.wav
Instruments/bass clarinet/BassClarinet_A4_0.5s_Pianissimo.wav,BassClarinet,BassClarinet,A4,0.5s,Pianissimo,,A minor,94,bass clarinet,Instruments/bass clarinet/bass-clarinet_A4_05_pianissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A4_0.5s_Piano.wav,BassClarinet,BassClarinet,A4,0.5s,Piano,,A minor,99,bass clarinet,Instruments/bass clarinet/bass-clarinet_A4_05_piano_normal.wav
Instruments/bass clarinet/BassClarinet_A4_1.5s_Forte.wav,BassClarinet,BassClarinet,A4,1.5s,Forte,,A minor,134,bass clarinet,Instruments/bass clarinet/bass-clarinet_A4_15_forte_normal.wav
Instruments/bass clarinet/BassClarinet_A4_1.5s_Fortissimo.wav,BassClarinet,BassClarinet,A4,1.5s,Fortissimo,,A minor,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A4_15_fortissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A4_1.5s_MezzoForte.wav,BassClarinet,BassClarinet,A4,1.5s,MezzoForte,,A minor,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A4_15_mezzo-forte_normal.wav
Instruments/bass clarinet/BassClarinet_A4_1.5s_Pianissimo.wav,BassClarinet,BassClarinet,A4,1.5s,Pianissimo,,A minor,104,bass clarinet,Instruments/bass clarinet/bass-clarinet_A4_15_pianissimo_normal.wav
Instruments/bass clarinet/BassClarinet_A4_1.5s_Piano.wav,BassClarinet,BassClarinet,A4,1.5s,Piano,,A minor,107,bass clarinet,Instruments/bass clarinet/bass-clarinet_A4_15_piano_normal.wav
Instruments/bass clarinet/BassClarinet_A4_1s_Forte.wav,BassClarinet,BassClarinet,A4,1s,Forte,,A major,104,bass clarinet,Instruments/bass clarinet/bass-clarinet_A4_1_forte_normal.wav
