File,Artist,Title,BPM,Key,Camelot
GS_GTR Xmass_Guitar One Shots_ 1_Emaj79.wav,,,107,A♭ minor,1A
GS_GTR Xmass_Guitar One Shots_ 2_F °.wav,,,147,D major,10B
GS_GTR Xmass_Guitar One Shots_ 3_Emaj79.wav,,,107,E major,12B
GS_GTR Xmass_Guitar One Shots_ 4_Dmaj79.wav,,,107,F major,7B
GS_GTR Xmass_Guitar One Shots_ 5_Gm6.wav,,,91,E♭ major,5B
GS_GTR Xmass_Guitar One Shots_ 6_F°7.wav,,,107,F# major,
GS_GTR Xmass_Guitar One Shots_ 7_Ghalf°.wav,,,91,A♭ major,4B
GS_GTR Xmass_Guitar One Shots_ 8_Fm11.wav,,,147,E minor,9A
GS_GTR Xmass_Guitar One Shots_ 9_F maj7.wav,,,107,F# major,
